zip,county,state
24818,WYOMING,WV
24822,WYOMING,WV
24823,WYOMING,WV
24826,MCDOWELL,WV
24827,WYOMING,WV
24828,MCDOWELL,WV
24828,MCDOWELL,WV
24828,MCDOWELL,WV
24829,MCDOWELL,WV
24830,MCDOWELL,WV
24830,MCDOWELL,WV
24831,MCDOWELL,WV
24834,WYOMING,WV
24836,MCDOWELL,WV
24839,WYOMING,WV
24843,MCDOWELL,WV
24844,MCDOWELL,WV
24844,MCDOWELL,WV
24845,WYOMING,WV
24846,MCDOWELL,WV
24847,WYOMING,WV
24848,MCDOWELL,WV
24849,WYOMING,WV
24850,MCDOWELL,WV
24851,MINGO,WV
24853,MCDOWELL,WV
24853,MCDOWELL,WV
24854,WYOMING,WV
24855,MCDOWELL,WV
24857,WYOMING,WV
24857,WYOMING,WV
24859,WYOMING,WV
24859,WYOMING,WV
24860,WYOMING,WV
24861,MCDOWELL,WV
24862,MCDOWELL,WV
24866,MCDOWELL,WV
24867,WYOMING,WV
24868,MCDOWELL,WV
24868,MCDOWELL,WV
24868,MCDOWELL,WV
24868,MCDOWELL,WV
24868,MCDOWELL,WV
24868,MCDOWELL,WV
24868,MCDOWELL,WV
24868,MCDOWELL,WV
24869,WYOMING,WV
24870,WYOMING,WV
24870,WYOMING,WV
24870,WYOMING,WV
24870,WYOMING,WV
24870,WYOMING,WV
24871,MCDOWELL,WV
24872,MCDOWELL,WV
24873,MCDOWELL,WV
24874,WYOMING,WV
24878,MCDOWELL,WV
24879,MCDOWELL,WV
24879,MCDOWELL,WV
24880,WYOMING,WV
24881,MCDOWELL,WV
24882,WYOMING,WV
24884,MCDOWELL,WV
24887,MCDOWELL,WV
24888,MCDOWELL,WV
24892,MCDOWELL,WV
24892,MCDOWELL,WV
24892,MCDOWELL,WV
24892,MCDOWELL,WV
24894,MCDOWELL,WV
24895,MCDOWELL,WV
24898,WYOMING,WV
24901,GREENBRIER,WV
24902,GREENBRIER,WV
24910,MONROE,WV
24910,MONROE,WV
24915,POCAHONTAS,WV
24916,GREENBRIER,WV
24916,GREENBRIER,WV
24918,MONROE,WV
24920,POCAHONTAS,WV
24924,POCAHONTAS,WV
24925,GREENBRIER,WV
24927,POCAHONTAS,WV
24927,POCAHONTAS,WV
24931,GREENBRIER,WV
24931,GREENBRIER,WV
24931,GREENBRIER,WV
24931,GREENBRIER,WV
24934,POCAHONTAS,WV
24935,SUMMERS,WV
24935,SUMMERS,WV
24938,GREENBRIER,WV
24938,GREENBRIER,WV
24938,GREENBRIER,WV
24941,MONROE,WV
24941,MONROE,WV
24943,GREENBRIER,WV
24943,GREENBRIER,WV
24944,POCAHONTAS,WV
24945,MONROE,WV
24946,POCAHONTAS,WV
24946,POCAHONTAS,WV
24946,POCAHONTAS,WV
24946,POCAHONTAS,WV
24951,MONROE,WV
24954,POCAHONTAS,WV
24954,POCAHONTAS,WV
24954,POCAHONTAS,WV
24954,POCAHONTAS,WV
